,year,selling_price,km_driven,StateorProvince,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,sold,Region,brand
6999,2017,450000,56290,Nebraska,Norfolk,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5,N,Central,HYUNDAI
7000,2018,2475000,2000,Nebraska,Norfolk,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,N,Central,VOLVO
7001,2012,300000,40000,Nebraska,North Platte,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,N,Central,HYUNDAI
7002,2019,694000,35000,Nebraska,La Vista,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,N,Central,MARUTI
7003,2018,450000,22966,Nebraska,Omaha,Petrol,Dealer,Manual,First Owner,23.84,1199,84.48,5,N,Central,TATA
7004,2014,465000,80000,Nebraska,Omaha,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,N,Central,MAHINDRA
7005,2012,325000,80000,Nebraska,Omaha,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5,N,Central,MARUTI
7006,2008,150000,70000,Nebraska,Omaha,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,N,Central,MARUTI
7007,2014,250000,2350,Nebraska,Omaha,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,N,Central,HYUNDAI
7008,2011,175000,50000,Nebraska,Omaha,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,N,Central,MARUTI
7009,2010,175000,58000,Nebraska,Lincoln,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,N,Central,MARUTI
7010,2007,160000,74800,Nebraska,La Vista,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5,N,Central,MARUTI
7011,2004,120000,80000,Nebraska,La Vista,Petrol,Individual,Manual,Second Owner,16.1,796,37,4,N,Central,MARUTI
7012,2020,500000,40000,Nebraska,La Vista,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,N,Central,TATA
7013,2018,1350000,40000,Nebraska,La Vista,Diesel,Individual,Manual,First Owner,16,2179,138,7,N,Central,MAHINDRA
7014,2016,470000,23700,Nebraska,La Vista,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,N,Central,MARUTI
7015,2019,1520000,10000,Nebraska,La Vista,Petrol,Individual,Manual,First Owner,16,1368,160,5,N,Central,JEEP
7016,2017,220000,60000,Nebraska,Bellevue,Petrol,Individual,Manual,First Owner,22.5,999,67,5,N,Central,DATSUN
7017,2016,350000,30000,Nebraska,Bellevue,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,N,Central,TATA
7018,2018,675000,40000,Nebraska,Bellevue,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,N,Central,HONDA
7019,2006,100000,110000,Nebraska,Kearney,Diesel,Individual,Manual,Third Owner,16.8,1405,62,5,N,Central,TATA
7020,2004,110000,120000,Nebraska,Lincoln,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599,94,5,N,Central,HYUNDAI
7021,2009,152000,48000,Nebraska,Grand Island,Diesel,Individual,Manual,Second Owner,17,1405,71,5,N,Central,TATA
7022,2020,600000,5000,Nebraska,Grand Island,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,N,Central,MARUTI
7023,2016,620000,120000,Nebraska,Grand Island,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10,N,Central,CHEVROLET
7024,2018,780000,116000,Nebraska,Lincoln,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,N,Central,TOYOTA
7025,2020,445000,1000,Nebraska,Bellevue,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,N,Central,MARUTI
7026,2018,575000,15000,Nebraska,Fremont,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,5,N,Central,HYUNDAI
7027,2018,975000,5000,Nebraska,Fremont,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,N,Central,MARUTI
7028,2019,450000,3500,Nebraska,Grand Island,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,5,N,Central,TATA
7029,2015,480000,80000,Nebraska,Grand Island,Diesel,Individual,Manual,First Owner,25.83,1498,99,5,N,Central,FORD
7030,2008,110000,48676,Nebraska,Grand Island,Petrol,Individual,Manual,First Owner,19.7,796,35,8,N,Central,MARUTI
7031,2018,5830000,30000,Nebraska,Kearney,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,4,N,Central,BMW
7032,2014,415000,72000,Nebraska,Kearney,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,N,Central,HYUNDAI
7033,2015,475000,51000,Nebraska,Bellevue,Petrol,Dealer,Manual,First Owner,22,1197,81.8,5,N,Central,MARUTI
7034,2017,525000,29000,Nebraska,Lincoln,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5,N,Central,MARUTI
7035,2015,365000,28000,Nebraska,Kearney,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,5,N,Central,MARUTI
7036,2011,375000,97000,Nebraska,Kearney,Diesel,Dealer,Manual,First Owner,25.2,1248,74,5,N,Central,MARUTI
7037,2018,765000,59000,Nebraska,Lincoln,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,5,N,Central,MARUTI
7038,2019,770000,27000,Nebraska,Fremont,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,N,Central,MARUTI
7039,2018,350000,30000,Nebraska,Fremont,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,N,Central,RENAULT
7040,2015,875000,70000,Nebraska,Kearney,Diesel,Individual,Manual,First Owner,15.4,1997,120,7,N,Central,MAHINDRA
7041,2014,780000,69000,Nebraska,Lincoln,Diesel,Dealer,Manual,First Owner,15.1,2179,140,7,N,Central,MAHINDRA
7042,2009,200000,176000,West Virginia,Morgantown,Diesel,Individual,Manual,Second Owner,17,1461,66,5,Y,East,MAHINDRA
7043,2013,200000,150000,West Virginia,Morgantown,Diesel,Individual,Manual,First Owner,19.09,1396,69,5,Y,East,TATA
7044,2016,220000,90000,West Virginia,Morgantown,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8,Y,East,MARUTI
7045,2014,500000,70000,West Virginia,Morgantown,Petrol,Individual,Manual,Second Owner,15.04,1598,103.2,5,Y,East,VOLKSWAGEN
7046,2019,650000,5621,West Virginia,Charleston,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,N,East,MARUTI
7047,2017,625000,25538,West Virginia,Charleston,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,N,East,TOYOTA
7048,2018,600000,69779,West Virginia,Charleston,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5,N,East,MARUTI
7049,2017,450000,56290,West Virginia,Charleston,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5,N,East,HYUNDAI
7050,2015,400000,100000,West Virginia,Fairmont,Diesel,Individual,Manual,First Owner,23,1248,88.7,5,N,East,TATA
7051,2018,620000,15000,West Virginia,Fairmont,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,N,East,MARUTI
7052,2018,700000,10000,West Virginia,Fairmont,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5,N,East,MARUTI
7053,2010,200000,35000,West Virginia,Fairmont,Petrol,Individual,Manual,First Owner,19,998,67.1,5,N,East,MARUTI
7054,2011,365000,185000,West Virginia,Fairmont,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5,N,East,TOYOTA
7055,2009,140000,110000,West Virginia,Fairmont,Petrol,Individual,Manual,Second Owner,15.7,1172,67,5,N,East,FIAT
7056,2008,229999,110000,West Virginia,Fairmont,Diesel,Individual,Manual,Second Owner,17.5,1896,106,5,N,East,SKODA
7057,2013,389000,58245,West Virginia,Parkersburg,Petrol,Dealer,Manual,First Owner,16.47,1198,73.9,5,N,East,VOLKSWAGEN
7058,2015,346000,36422,West Virginia,Parkersburg,Petrol,Dealer,Manual,First Owner,18.44,1198,75,5,N,East,NISSAN
7059,2011,272000,40736,West Virginia,Parkersburg,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,5,N,East,HYUNDAI
7060,2011,277000,55403,West Virginia,Parkersburg,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,5,N,East,MARUTI
7061,2018,535000,30000,West Virginia,Parkersburg,Petrol,Individual,Manual,First Owner,20.3,1199,84,5,N,East,TATA
7062,2015,265000,67000,West Virginia,Parkersburg,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,N,East,MARUTI
7063,2016,650000,80000,West Virginia,Beckley,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,5,N,East,MARUTI
7064,2008,250000,100000,West Virginia,Beckley,Petrol,Individual,Manual,First Owner,17.7,1497,78,5,N,East,HONDA
7065,2007,215000,105000,West Virginia,Beckley,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7,N,East,MAHINDRA
7066,2016,802999,50856,West Virginia,Wheeling,Diesel,Dealer,Manual,First Owner,26,1498,98.6,5,N,East,HONDA
7067,2017,890000,18300,West Virginia,Wheeling,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,N,East,HONDA
7068,2018,775000,21147,West Virginia,Wheeling,Petrol,Dealer,Automatic,First Owner,21.4,1197,83.1,5,N,East,MARUTI
7069,2017,1400000,70000,West Virginia,Clarksburg,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,N,East,TATA
7070,2017,745000,10000,West Virginia,Clarksburg,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,N,East,MARUTI
7071,2018,2800000,40000,West Virginia,Clarksburg,Diesel,Individual,Automatic,First Owner,16.25,1968,148,7,N,East,SKODA
7072,2015,500000,35000,West Virginia,Clarksburg,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,N,East,MARUTI
7073,2019,540000,5000,West Virginia,Clarksburg,Petrol,Individual,Automatic,First Owner,20.52,1197,81.8,5,N,East,MARUTI
7074,2015,330000,25000,West Virginia,Charleston,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,N,East,TATA
7075,2018,678000,17000,Colorado,Highlands Ranch,Petrol,Individual,Manual,First Owner,18.78,999,75,5,Y,West,VOLKSWAGEN
7076,2015,800000,15000,Colorado,Lakewood,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,Y,West,MARUTI
7077,2016,520000,29000,Colorado,Lakewood,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,Y,West,HYUNDAI
7078,2017,830000,35000,Colorado,Highlands Ranch,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,Y,West,TATA
7079,2018,430000,5000,Colorado,Lakewood,Petrol,Individual,Manual,Second Owner,20.63,1198,67,5,Y,West,DATSUN
7080,2017,650000,70000,Colorado,Lakewood,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,Y,West,MARUTI
7081,2016,730000,65100,Colorado,Highlands Ranch,Diesel,Individual,Manual,Second Owner,18.49,1493,100,7,Y,West,MAHINDRA
7082,2019,525000,20000,Colorado,Highlands Ranch,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,Y,West,MARUTI
7083,2018,395000,10800,Colorado,Aurora,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,N,West,RENAULT
7084,2012,450000,120000,Colorado,Aurora,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,N,West,MAHINDRA
7085,2019,500000,15000,Colorado,Boulder,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,N,West,MARUTI
7086,2016,400000,50000,Colorado,Aurora,Diesel,Individual,Manual,First Owner,25.32,1198,77,6,N,West,MAHINDRA
7087,2016,550000,150000,Colorado,Aurora,Diesel,Individual,Manual,First Owner,15.96,2523,63,9,N,West,MAHINDRA
7088,2015,1100000,110000,Colorado,Aurora,Diesel,Individual,Manual,First Owner,16,2179,140,7,N,West,MAHINDRA
7089,2012,254999,30000,Colorado,Aurora,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,N,West,MARUTI
7090,2018,610000,15000,Colorado,Louisville,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,N,West,HYUNDAI
7091,2016,360000,110000,Colorado,Louisville,Diesel,Individual,Manual,First Owner,23,1248,88.7,5,N,West,TATA
7092,2016,595000,60000,Colorado,Louisville,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,N,West,HYUNDAI
7093,2017,610000,14000,Colorado,Louisville,Petrol,Individual,Manual,First Owner,19.1,1197,82,5,N,West,HYUNDAI
7094,2014,500000,90000,Colorado,Louisville,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,7,N,West,TATA
7095,2010,250000,120000,Colorado,Louisville,Diesel,Individual,Manual,Second Owner,13,2489,95,8,N,West,MAHINDRA
7096,2018,325000,10000,Colorado,Louisville,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,N,West,HYUNDAI
7097,2015,570000,93000,Colorado,Pueblo,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7,N,West,HONDA
7098,2015,525000,134000,Colorado,Pueblo,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,N,West,MARUTI
7099,2013,350000,90000,Colorado,Parker,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,N,West,HYUNDAI
7100,2007,250000,60000,Colorado,Parker,Petrol,Individual,Manual,First Owner,16.6,1197,85,5,N,West,MARUTI
7101,2010,300000,120000,Colorado,Pueblo,Diesel,Individual,Manual,Second Owner,14,2489,95,8,N,West,MAHINDRA
7102,2017,1325000,30000,Colorado,Pueblo,Diesel,Individual,Manual,First Owner,17.1,1956,170,5,N,West,JEEP
7103,2017,650000,22200,Colorado,Pueblo,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,N,West,HYUNDAI
7104,2018,520000,6000,Colorado,Parker,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,N,West,HYUNDAI
7105,2016,500000,32000,Colorado,Pueblo,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,N,West,MARUTI
7106,2011,650000,89580,Colorado,Durango,Diesel,Dealer,Manual,Second Owner,12.8,2494,102,8,N,West,TOYOTA
7107,2011,550000,250000,Colorado,Durango,Diesel,Individual,Manual,Second Owner,12.8,2494,102,7,N,West,TOYOTA
7108,2011,550000,250000,Colorado,Durango,Diesel,Individual,Manual,Second Owner,12.8,2494,102,7,N,West,TOYOTA
7109,2019,675000,2789,Colorado,Durango,Petrol,Dealer,Manual,First Owner,18.16,1196,86.8,5,N,West,FORD
7110,2018,795000,2860,Colorado,Durango,Diesel,Dealer,Manual,First Owner,23.8,1499,98.97,5,N,West,FORD
7111,2010,515000,200000,Colorado,Durango,Diesel,Individual,Manual,First Owner,12.8,2494,102,7,N,West,TOYOTA
7112,2011,350000,100000,Colorado,Durango,Diesel,Individual,Manual,Second Owner,23.59,1364,67.1,5,N,West,TOYOTA
7113,2011,250000,78562,Colorado,Durango,Diesel,Dealer,Manual,First Owner,20,1399,68,5,N,West,FORD
7114,2017,630000,35000,Colorado,Commerce City,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,N,West,MARUTI
7115,2018,550000,23000,Colorado,Commerce City,Petrol,Individual,Manual,First Owner,20.3,1199,84,5,N,West,TATA
7116,2019,630000,15000,Colorado,Colorado Springs,Diesel,Individual,Manual,Second Owner,28.4,1248,74,5,N,West,MARUTI
7117,2018,850000,20000,Colorado,Commerce City,Diesel,Individual,Manual,First Owner,18.49,2179,120,9,N,West,MAHINDRA
7118,2011,455000,90000,Colorado,Commerce City,Diesel,Individual,Manual,First Owner,13.6,2523,63,7,N,West,MAHINDRA
7119,2011,445000,90000,Colorado,Denver,Diesel,Individual,Manual,First Owner,13.6,2523,63,7,N,West,MAHINDRA
7120,2013,370000,80000,Colorado,Colorado Springs,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5,N,West,HYUNDAI
7121,2016,500000,50000,Colorado,Colorado Springs,Petrol,Individual,Manual,First Owner,18.9,1197,82,5,N,West,HYUNDAI
7122,2012,140000,185000,Colorado,Colorado Springs,Diesel,Individual,Manual,Second Owner,19.4,1405,70,5,N,West,TATA
7123,2019,550000,40000,Colorado,Denver,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,N,West,MARUTI
7124,2017,300000,30000,Colorado,Denver,Petrol,Individual,Manual,First Owner,23.01,999,67,5,N,West,RENAULT
7125,2011,150000,120000,Colorado,Denver,Diesel,Individual,Manual,First Owner,23.03,1396,69,5,N,West,TATA
7126,2011,229999,500000,Colorado,Denver,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,N,West,MARUTI
7127,2017,880000,46000,Colorado,Colorado Springs,Diesel,Individual,Manual,First Owner,15.4,2179,120,7,N,West,MAHINDRA
7128,2011,900000,120000,Colorado,Denver,Diesel,Individual,Manual,First Owner,11.5,2982,171,7,N,West,TOYOTA
7129,2015,720000,80000,Colorado,Denver,Diesel,Individual,Manual,First Owner,15.4,2523,75,9,N,West,MAHINDRA
7130,2017,484999,26000,Colorado,Fort Collins,Petrol,Individual,Manual,Second Owner,21.21,1197,81.8,5,N,West,MARUTI
7131,2007,120000,80000,Colorado,Fort Collins,Petrol,Individual,Manual,Second Owner,16.6,1388,68,5,N,West,FORD
7132,2014,220000,60000,Colorado,Fort Collins,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,N,West,HYUNDAI
7133,2014,320000,80000,Colorado,Fort Collins,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,N,West,HYUNDAI
7134,2011,375000,90000,Colorado,Fountain,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5,N,West,MARUTI
7135,2012,440000,80000,Colorado,Fort Collins,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,N,West,HYUNDAI
7136,2019,550000,15000,Colorado,Fountain,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,N,West,HYUNDAI
7137,2017,450000,56290,Colorado,Littleton,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5,N,West,HYUNDAI
7138,2019,5400000,7500,Colorado,Littleton,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,N,West,BMW
7139,2019,5500000,8500,Colorado,Littleton,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,N,West,BMW
7140,2019,779000,7032,Colorado,Longmont,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,N,West,HONDA
7141,2016,645000,11000,Colorado,Loveland,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,N,West,SKODA
7142,2018,2475000,2000,Colorado,Littleton,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,N,West,VOLVO
7143,2017,730000,37333,Colorado,Longmont,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,N,West,HYUNDAI
7144,2014,450000,15000,Colorado,Longmont,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,N,West,MARUTI
7145,2012,550000,330000,Colorado,Longmont,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,5,N,West,HYUNDAI
7146,2017,420000,60000,Colorado,Lakewood,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,N,West,MARUTI
7147,2016,509999,80000,Colorado,Littleton,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5,N,West,TOYOTA
7148,2015,905000,110000,Colorado,Lakewood,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,N,West,TOYOTA
7149,2014,240000,168000,Colorado,Thornton,Diesel,Individual,Manual,Second Owner,22.3,1248,74,5,N,West,TATA
7150,2017,515000,60000,Colorado,Thornton,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5,N,West,HONDA
7151,2008,145000,120000,Colorado,Thornton,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,N,West,MARUTI
7152,2016,450000,5800,Colorado,Thornton,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,N,West,MARUTI
7153,2010,179000,68700,Colorado,Westminster,Petrol,Individual,Manual,Third Owner,19,998,66.1,5,N,West,MARUTI
7154,2020,500000,40000,Colorado,Thornton,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,N,West,TATA
7155,2009,190000,100000,Colorado,Westminster,Diesel,Individual,Manual,Second Owner,17.8,1399,67,5,N,West,FORD
7156,2015,200000,40000,Colorado,Westminster,Diesel,Individual,Manual,First Owner,25.44,936,56.3,5,N,West,CHEVROLET
7157,2018,850000,90000,Colorado,Westminster,Petrol,Individual,Manual,First Owner,17,1497,121.36,5,N,West,FORD
7158,2011,270000,60000,Colorado,Westminster,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5,N,West,VOLKSWAGEN
7159,2016,335000,17000,Colorado,Thornton,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,N,West,HYUNDAI
7160,2018,459999,5000,Colorado,Westminster,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,N,West,MARUTI
7161,2017,710000,60000,Colorado,Thornton,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,N,West,MARUTI
7162,2015,330000,140000,Colorado,Thornton,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,N,West,MARUTI
7163,2018,750000,25000,Colorado,Thornton,Petrol,Individual,Manual,First Owner,17,1198,108.5,5,N,West,TATA
7164,2016,160000,50000,Colorado,Westminster,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,5,N,West,CHEVROLET
7165,2015,1030000,190000,Colorado,Pueblo West,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,N,West,TOYOTA
7166,2015,360000,34000,Colorado,Pueblo,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,N,West,MARUTI
7167,2012,290000,80000,Colorado,Pueblo,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5,N,West,VOLKSWAGEN
7168,2011,400000,72000,Colorado,Pueblo West,Diesel,Individual,Manual,First Owner,22.9,1248,74,5,N,West,MARUTI
7169,2003,70000,20000,Colorado,Pueblo West,Diesel,Individual,Manual,First Owner,15.9,1527,57,5,N,West,MARUTI
7170,2012,320000,70000,Colorado,Pueblo West,Diesel,Individual,Manual,Second Owner,15.3,2956,83.8,7,N,West,TATA
7171,2019,975000,30000,Colorado,Pueblo West,Diesel,Individual,Manual,First Owner,23,1498,98.96,5,N,West,FORD
7172,2007,190000,70000,Colorado,Pueblo West,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,N,West,HYUNDAI
7173,2016,645000,11000,Colorado,Louisville,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,N,West,SKODA
7174,2015,400000,20000,Colorado,Louisville,Petrol,Individual,Automatic,First Owner,20.51,998,67,5,N,West,MARUTI
7175,2009,235000,70000,Colorado,Louisville,Petrol,Individual,Manual,Second Owner,17.3,1061,64,5,N,West,MARUTI
7176,2010,220000,80000,Colorado,Durango,Diesel,Individual,Manual,Second Owner,16.2,1493,110,5,N,West,HYUNDAI
7177,2014,545000,100000,Colorado,Durango,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,N,West,HYUNDAI
7178,2011,370000,100000,Colorado,Durango,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,N,West,VOLKSWAGEN
7179,2010,450000,78000,Colorado,Durango,Diesel,Individual,Manual,First Owner,13.6,2523,63,7,N,West,MAHINDRA
7180,2018,750000,15000,Colorado,Durango,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,5,N,West,HYUNDAI
7181,2015,1100000,70000,Colorado,Durango,Diesel,Individual,Manual,First Owner,15.4,2179,120,7,N,West,MAHINDRA
7182,2016,550000,80000,Colorado,Durango,Diesel,Individual,Manual,Second Owner,19.64,1461,108.45,5,N,West,RENAULT
7183,2017,625000,70000,Colorado,Durango,Diesel,Individual,Manual,First Owner,27.39,1248,74,5,N,West,MARUTI
7184,2014,575000,120000,Colorado,Durango,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,N,West,HYUNDAI
7185,2016,631000,75000,Colorado,Durango,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,N,West,MARUTI
7186,2007,375000,110000,Colorado,Durango,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,116.6,8,N,West,MAHINDRA
